"Energy with dietary fibre, equated (kJ)",Moisture (water) (g),Nitrogen (g),Ash (g),Alcohol (g),Fructose (g),Glucose (g),Sucrose(g),Maltose (g),Lactose (g),Total sugars (g),Added sugars (g),Free sugars (g),Starch (g),Calcium (Ca) (mg),Copper (Cu) (mg),Iodine (I) (ug),Iron (Fe) (mg),Magnesium (Mg) (mg),Manganese (Mn) (mg),Phosphorus (P) (mg),Potassium (K) (mg),Selenium (Se) (ug),Sodium (Na) (mg),Zinc (Zn) (mg),Retinol (preformed vitamin A) (ug),Beta-carotene (ug),Beta-carotene equivalents (provitamin A) (ug),Vitamin A retinol equivalents (ug),Thiamin (B1) (mg),Riboflavin (B2) (mg),Niacin (B3) (mg),Niacin derived from tryptophan (mg),Niacin derived equivalents (mg),Pyridoxine (B6) (mg),Cobalamin (B12) (ug),"Folate, natural (ug)",Folic acid (ug),Total folates (ug),Dietary folate equivalents (ug),Vitamin C (mg),Cholecalciferol (D3) (ug),Ergocalciferol (D2) (ug),25-hydroxy cholecalciferol (25-OH D3) (ug),25-hydroxy ergocalciferol (25-OH D2) (ug),Vitamin D3 equivalents (ug),Alpha tocopherol (mg),Vitamin E (mg),"Total saturated fatty acids, equated (%T)","Total monounsaturated fatty acids, equated (%T)",C18:2w6 (%T),C18:3w3 (%T),C20:5w3 (%T),C22:5w3 (%T),C22:6w3 (%T),"Total polyunsaturated fatty acids, equated (%T)","Total long chain omega 3 fatty acids, equated (%T)","Total trans fatty acids, imputed (%T)",C16 (g),"Total saturated fatty acids, equated (g)",C18:1 (g),"Total monounsaturated fatty acids, equated (g)",C18:2w6 (g),C18:3w3 (g),C20:5w3 (mg),C22:5w3 (mg),C22:6w3 (mg),"Total polyunsaturated fatty acids, equated (g)","Total long chain omega 3 fatty acids, equated (mg)","Total trans fatty acids, imputed (mg)",Caffeine (mg),Cholesterol (mg),Tryptophan (mg/gN),Tryptophan (mg)
1212,16.0,0.32,1.7,0.0,33.4,32.5,0.0,0.0,0.0,65.9,0.0,0.0,1.3,47,0.19,1.5,2.6,50,0.47,58,730,3.0,14,0.6,0,19,19,3,0.0,0.1,1.4,0.17,1.57,0.16,0.0,19,0,19,19,5,0.0,0,0.0,0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,31.0,10
170,82.6,0.53,1.2,0.0,0.4,0.5,0.2,0.0,0.0,1.0,0.0,0.0,0.5,34,,0.0,0.56,20,,95,381,0.2,7,0.67,0,42,95,16,0.056,0.085,0.6,0.6,1.3,0.1,0.0,52,0,52,52,14,0.0,0,0.0,0,0.0,0.2,0.21,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,35
1087,36.4,0.77,1.8,0.0,0.0,0.0,0.2,0.0,0.0,0.2,0.0,0.0,44.3,8,0.22,3.7,1.3,45,0.33,154,491,0.7,60,0.6,0,5,5,1,0.09,0.0,2.8,0.98,3.78,0.05,0.0,8,0,8,8,20,0.0,0,0.0,0,0.0,0.4,0.4,13.42,48.59,32.1,3.9,0.0,0.0,0.0,36.02,0.0,0.7,0.45,0.69,2.46,2.5,1.65,0.2,0.0,0.0,0.0,1.85,0.0,36.98,0,0,75.0,58
90,92.2,0.14,0.6,0.0,1.9,1.6,0.0,0.0,0.0,3.5,0.0,0.0,0.0,14,0.068,0.0,0.63,14,0.12,33,260,0.0,6,0.16,0,250,250,42,0.0,0.0,0.0,0.17,0.17,0.02,0.0,14,0,14,14,26,0.0,0,0.0,0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,69.0,10
413,72.1,0.56,1.3,0.0,0.1,0.4,0.3,0.0,0.0,0.8,0.0,0.0,18.6,7,,0.0,0.91,30,,82,777,0.0,4,0.53,0,0,0,0,0.116,0.043,1.8,0.71,2.6,0.16,0.0,19,0,19,19,18,0.0,0,0.0,0,0.0,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,42
87,93.5,0.09,0.8,0.0,0.2,1.3,3.2,0.0,0.0,4.7,0.0,4.7,0.0,17,0.01,0.0,0.6,11,1.03,59,200,1.0,17,0.16,0,0,0,0,0.02,0.01,0.08,0.08,0.16,0.03,0.0,3,0,3,3,0,0.0,0,0.0,0,0.0,0.0,0.0,93.7,5.3,0.9,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.01,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,48.0,4
803,60.1,5.09,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.158,1.3,2.91,23,0.0,215,279,15.8,48,5.82,0,11,11,2,0.039,0.117,1.64,4.38,6.95,0.06,1.5,22,0,22,22,0,0.3,0,0.5,0,2.71,0.6,0.63,,,,,,,,,,,1.3,2.41,2.66,3.03,0.38,0.05,48.24,103.57,16.43,0.88,168.253,177.52,0,58,,258
399,77.1,3.29,1.1,0.0,,,,,,0.3,0.0,0.0,0.0,10,,24.4,0.19,25,,179,354,59.0,47,0.32,11,0,0,11,0.01,0.0,4.99,3.92,8.91,0.05,0.8,26,0,26,26,0,1.2,0,0.2,0,2.2,0.2,0.22,32.89,35.12,1.0,0.0,5.1,2.4,29.7,46.38,37.305,2.0,,0.28,,0.3,0.01,0.0,43.16,20.42,249.78,0.39,313.362,16.72,0,49,70.0,231
795,64.2,3.74,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18,0.041,30.0,0.4,31,,350,347,31.2,84,0.84,0,0,0,0,0.15,0.13,3.3,4.39,7.69,0.44,2.0,0,0,0,0,0,1.6,0,0.1,0,2.1,1.0,0.95,39.22,38.6,11.9,0.8,1.2,1.4,2.9,20.19,5.493,1.9,2.68,3.79,2.56,3.73,1.15,0.08,120.75,132.98,276.92,1.95,530.656,183.54,0,74,69.0,258
958,57.0,4.56,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0.146,1.0,2.32,26,0.014,303,281,25.7,60,4.68,12,0,0,12,0.12,0.274,5.46,4.25,9.71,0.06,2.3,15,0,15,15,0,0.2,0,0.2,0,1.51,0.3,0.29,,,,,,,,,,,2.5,5.37,4.52,4.93,0.46,0.22,32.48,66.47,16.95,0.95,115.902,755.38,0,79,,250
82,93.0,0.38,1.6,0.0,0.2,0.4,0.0,0.0,0.0,0.6,0.0,0.0,0.0,53,0.044,0.0,3.2,68,0.78,46,570,0.0,21,0.6,0,1920,1965,328,0.06,0.16,0.4,0.59,0.99,0.16,0.0,110,0,110,110,27,0.0,0,0.0,0,0.0,1.3,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,90.0,34
78,92.5,0.34,0.9,0.0,0.5,0.4,0.0,0.0,0.0,0.8,0.0,0.0,0.1,34,,2.4,1.9,13,,50,233,0.3,40,0.22,0,233,265,44,0.028,0.095,0.5,0.66,1.24,0.09,0.0,84,0,84,84,10,0.0,0,0.0,0,0.0,2.5,2.52,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,39
1285,10.4,3.55,3.7,0.0,0.0,0.0,6.8,0.6,0.0,7.4,0.0,0.0,25.3,64,0.73,3.9,9.0,270,16.0,780,910,16.0,4,7.7,0,0,6,1,1.5,0.03,7.3,3.92,11.22,0.43,0.0,166,0,166,166,0,0.0,0,0.0,0,0.0,7.1,7.1,19.0,17.0,55.8,6.4,0.0,0.0,0.0,62.3,0.0,0.0,0.98,1.08,0.87,0.96,3.16,0.36,0.0,0.0,0.0,3.53,0.0,0.0,0,0,65.0,231
304,74.4,0.48,0.6,0.0,1.9,2.3,1.5,0.0,0.0,5.7,0.0,0.0,0.0,10,,0.0,0.6,28,,68,200,0.6,19,0.8,0,360,750,125,0.03,0.14,2.5,0.66,3.16,0.1,0.0,14,0,14,14,18,0.0,0,0.0,0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,81.0,39
2016,35.9,2.15,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.14,2.1,1.3,15,0.0,220,130,20.0,60,1.3,89,0,0,89,0.08,0.13,2.7,2.89,5.59,0.02,1.3,20,0,20,20,0,2.6,0,0.6,0,5.9,0.4,0.41,32.4,55.0,11.7,0.7,0.0,0.0,0.0,12.7,0.0,0.6,10.54,14.79,23.42,25.1,5.34,0.32,0.0,0.0,0.0,5.8,0.0,273.86,0,100,79.0,170
115,89.0,0.1,0.2,0.0,0.6,0.8,0.4,0.0,0.0,1.8,0.0,0.0,0.0,20,,0.0,0.3,9,,16,120,0.4,2,0.1,0,10,10,2,0.038,0.019,0.19,0.04,0.24,0.08,0.0,8,0,8,8,46,0.0,0,0.0,0,0.0,0.1,0.14,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,2
330,86.3,0.05,0.2,10.9,0.2,0.2,0.0,0.0,0.0,0.4,0.0,0.4,0.0,7,0.022,1.5,0.17,12,0.111,26,91,0.0,5,0.07,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,6.0,0
170,88.2,0.24,0.9,0.0,1.8,1.5,3.8,0.0,0.0,7.0,0.0,0.0,0.8,22,0.07,0.0,0.32,19,0.084,44,376,0.0,0,0.19,0,1073,1151,192,0.053,0.056,0.0,0.25,0.25,0.0,0.0,10,0,10,10,14,0.0,0,0.0,0,0.0,0.3,0.34,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,15
1701,4.2,1.2,1.4,0.0,2.6,2.5,15.0,0.0,0.0,20.1,18.2,19.5,37.2,30,0.21,8.3,1.7,54,1.6,180,190,4.4,270,1.1,0,0,0,0,0.2,0.02,1.2,1.07,2.27,0.0,0.1,53,1,55,56,0,0.0,0,0.0,0,0.0,4.5,4.63,9.4,65.5,19.0,2.7,0.0,0.0,0.0,21.7,0.0,0.1,0.9,1.39,9.54,9.71,2.82,0.4,0.0,0.0,0.0,3.22,0.0,14.82,0,0,52.0,63
988,58.0,3.72,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23,0.11,0.8,1.48,21,0.0,199,365,30.1,76,3.36,9,0,0,9,0.662,0.285,3.87,4.62,8.5,0.5,0.7,36,0,36,36,0,1.5,0,0.0,0,1.55,0.0,0.03,,,,,,,,,,,3.83,6.1,6.36,6.95,1.64,0.14,0.0,13.67,30.07,2.0,43.739,70.61,0,84,,272
203,84.6,0.43,1.0,0.0,2.2,3.3,1.9,0.0,0.0,7.5,0.0,0.0,0.0,41,0.067,0.8,0.46,19,0.132,52,267,0.0,21,0.35,0,7,7,1,0.057,0.03,0.6,0.67,1.3,0.06,0.0,45,0,45,45,8,0.0,0,0.0,0,0.0,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,39
456,74.4,3.6,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0.063,0.8,0.79,26,0.008,240,410,25.0,53,1.85,0,0,0,0,0.96,0.07,11.0,4.47,15.47,0.51,0.5,52,0,52,52,0,0.4,0,0.0,0,0.4,0.2,0.15,37.6,44.9,10.6,0.4,0.1,0.5,0.3,16.9,0.9,0.4,0.43,0.68,0.73,0.82,0.19,0.01,1.82,9.1,5.46,0.31,16.38,7.28,0,60,73.0,263
54,93.5,0.35,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96,0.072,6.9,1.6,74,0.43,43,400,0.0,91,0.49,0,2000,2000,333,0.02,0.09,0.0,0.44,0.44,0.05,0.0,44,0,44,44,2,0.0,0,0.0,0,0.0,0.4,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,74.0,26
762,67.4,2.81,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14,0.086,0.8,1.06,19,0.0,182,328,12.0,69,2.34,10,0,0,10,0.585,0.244,3.52,3.49,7.02,0.56,0.3,37,0,37,37,0,1.4,0,0.0,0,1.41,0.0,0.06,,,,,,,,,,,2.98,4.76,4.98,5.43,1.31,0.1,0.0,13.58,28.17,1.59,41.754,56.84,0,66,,205
1238,28.6,1.72,2.0,0.0,0.4,0.0,0.0,4.1,0.0,4.5,0.0,0.0,49.3,176,,67.0,5.65,39,,118,165,24.7,482,1.04,0,0,0,0,0.838,0.047,2.12,2.4,4.52,0.06,0.0,10,220,230,378,0,0.0,0,0.0,0,0.0,0.1,0.13,,,,,,,,,,,0.29,0.41,0.93,0.97,0.87,0.14,0.0,0.0,0.0,1.0,0.0,26.49,0,0,,141
1359,12.0,0.03,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.3,16,0.1,14.0,1.7,4,0.1,8,23,0.0,1,0.1,0,0,0,0,0.11,0.02,0.3,0.05,0.35,0.0,0.0,4,0,4,4,0,0.0,0,0.0,0,0.0,0.0,0.0,50.9,29.3,18.3,1.5,0.0,0.0,0.0,19.8,0.0,0.0,0.07,0.08,0.05,0.05,0.03,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0,0,99.0,3
368,73.0,0.48,1.4,0.0,0.4,0.8,0.3,0.0,0.0,1.5,0.0,0.0,15.9,5,0.054,0.0,0.68,29,0.182,82,576,0.0,7,0.32,0,0,0,0,0.09,0.029,1.58,0.62,2.28,0.16,0.0,19,0,19,19,18,0.0,0,0.0,0,0.0,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,36
1320,10.3,3.92,3.5,0.0,,,,,,2.1,0.0,0.0,39.8,89,,0.0,4.0,184,,499,1250,20.0,1,2.8,0,68,68,11,0.25,0.03,1.9,5.2,7.1,0.3,0.0,625,0,625,625,5,0.0,0,0.0,0,0.0,0.5,0.5,40.0,5.0,51.1,3.9,0.0,0.0,0.0,55.0,0.0,0.0,,0.64,,0.08,0.82,0.06,0.0,0.0,0.0,0.88,0.0,0.0,0,0,78.0,306
1525,10.8,1.9,1.1,0.0,0.2,0.9,0.4,1.2,0.0,2.7,0.0,0.0,70.4,39,0.19,10.0,2.5,45,0.83,140,203,12.0,38,0.7,7,496,496,90,0.02,0.08,2.0,2.1,4.1,0.21,0.0,16,0,16,16,0,0.0,0,0.0,0,0.0,0.3,0.26,25.0,12.1,56.7,5.8,0.0,0.0,0.0,62.8,0.0,0.2,0.18,0.22,0.1,0.1,0.49,0.05,0.0,0.0,0.0,0.55,0.0,1.48,0,0,65.0,124
310,78.8,0.14,0.3,0.0,6.6,7.3,1.8,0.0,0.0,15.7,5.4,5.4,0.3,10,0.06,1.4,1.6,8,0.08,13,130,0.0,5,0.1,0,59,70,12,0.0,0.0,0.0,0.08,0.08,0.05,0.0,4,0,4,4,0,0.0,0,0.0,0,0.0,0.1,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,34.0,5
122,88.1,0.35,1.0,0.0,0.8,1.2,0.7,0.0,0.0,2.7,0.0,0.0,0.0,35,,0.0,0.6,14,,30,450,0.6,16,0.3,0,10,10,2,0.09,0.13,0.5,0.31,0.81,0.21,0.0,57,0,57,57,69,0.0,0,0.0,0,0.0,0.1,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,52.0,18
251,82.8,0.77,0.4,0.0,0.0,0.0,2.7,0.0,0.0,2.7,0.0,0.0,3.7,18,,0.0,1.1,21,,75,140,0.0,1,0.8,0,380,415,69,0.23,0.1,1.4,0.82,2.22,0.06,0.0,63,0,63,63,14,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,63.0,48
587,62.0,0.18,0.8,0.0,0.2,0.2,0.8,0.0,0.0,1.2,0.0,0.0,29.2,20,,0.0,0.8,11,,27,270,0.7,2,2.35,0,380,408,68,0.16,0.02,0.6,0.22,0.82,0.09,0.0,27,0,27,27,40,0.0,0,0.0,0,0.0,0.2,0.19,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,13
396,76.6,3.21,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,0.028,0.0,0.2,27,0.014,250,252,34.0,548,0.5,5,0,0,5,0.07,0.08,0.9,3.82,4.72,0.11,0.3,0,0,0,0,1,1.2,0,0.2,0,2.2,0.5,0.46,34.0,33.7,1.5,0.6,7.1,1.9,19.8,32.5,28.8,2.0,0.25,0.36,0.23,0.35,0.02,0.01,74.55,19.95,207.9,0.34,302.4,20.9,0,59,70.0,225
324,78.0,2.65,1.8,0.0,,,,,,0.0,0.0,0.0,0.0,59,,16.7,5.59,30,,165,311,49.8,204,1.78,45,0,0,45,0.028,0.038,1.87,3.15,5.49,0.32,17.8,14,0,14,14,4,1.6,0,0.1,0,2.1,1.3,1.33,,,,,,,,,,,,0.25,,0.18,0.01,0.0,83.91,6.62,89.43,0.26,179.955,13.8,0,53,,186
71,94.2,0.21,1.1,0.0,0.3,0.5,0.0,0.0,0.0,0.8,0.0,0.0,0.1,70,,4.1,1.7,12,,40,340,0.0,13,0.5,0,1360,1378,230,0.01,0.1,0.8,0.14,0.94,0.09,0.0,425,0,425,425,46,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,40.0,8
380,77.9,1.23,1.8,0.0,0.0,0.0,0.0,0.0,10.6,10.6,0.0,0.0,0.0,266,0.005,53.0,0.3,25,0.005,244,348,6.0,104,0.9,16,8,8,17,0.075,0.555,0.1,1.66,1.76,0.0,0.2,0,0,0,0,0,0.1,0,0.0,0,0.06,0.0,0.0,67.87,26.47,2.2,0.8,0.1,0.1,0.0,3.73,0.167,2.0,0.61,1.35,0.46,0.52,0.04,0.02,1.32,1.98,0.0,0.07,3.308,39.09,0,10,80.0,98
1059,49.7,0.48,0.7,0.0,2.3,1.3,11.5,0.0,0.0,15.1,10.6,10.6,16.3,18,,0.9,0.5,10,,71,26,2.0,200,0.2,35,20,20,38,0.009,0.0,1.1,0.36,1.46,0.03,0.0,3,0,3,3,37,0.0,0,0.0,0,0.0,1.2,1.24,49.97,38.65,6.3,0.4,0.0,0.0,0.0,6.74,0.0,3.7,3.45,6.18,4.53,4.78,0.78,0.05,0.0,0.0,0.0,0.83,0.0,457.48,0,14,44.0,21
1842,5.6,1.86,3.1,0.0,0.0,0.0,0.9,0.0,0.0,0.9,0.0,0.0,53.1,28,0.163,43.0,2.5,31,0.77,145,227,9.8,1108,1.02,0,0,0,0,0.19,0.4,0.0,1.98,1.98,0.0,1.2,0,0,0,0,0,0.0,0,0.0,0,0.0,1.2,1.26,47.5,39.3,12.1,0.3,0.0,0.0,0.0,12.4,0.0,0.0,7.26,8.35,6.84,6.9,2.13,0.05,0.0,0.0,0.0,2.18,0.0,0.0,0,0,60.0,116
856,63.9,4.26,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,0.115,1.1,1.73,27,0.014,219,303,8.9,65,2.54,11,0,0,11,0.115,0.185,6.7,3.96,10.67,0.18,0.8,15,0,15,15,0,0.1,0,0.5,0,2.74,0.6,0.57,,,,,,,,,,,2.04,4.49,3.94,4.2,0.34,0.15,22.89,51.71,7.6,0.7,82.2,784.68,0,72,,233
80,93.5,0.38,1.7,0.0,0.3,0.4,0.0,0.0,0.0,0.7,0.0,0.0,0.0,135,,3.8,0.73,11,,29,469,0.0,3,0.1,0,1453,1538,256,0.056,0.089,0.59,0.26,0.88,0.52,0.0,246,0,246,246,88,0.0,0,0.0,0,0.0,0.1,0.14,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,15
2385,5.0,3.8,3.3,0.0,0.3,0.3,4.6,0.0,0.0,5.2,0.0,0.0,0.2,265,0.85,0.0,3.75,266,2.95,525,796,1.5,0,3.63,0,0,0,0,0.19,0.07,4.3,3.88,8.18,0.09,0.0,37,0,37,37,0,0.0,0,0.0,0,0.0,31.0,31.42,7.9,63.5,26.6,0.0,0.0,0.0,0.0,26.6,0.0,0.0,3.14,3.81,30.46,30.66,12.84,0.0,0.0,0.0,0.0,12.84,0.0,0.0,0,0,60.0,228
837,60.3,4.41,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,0.088,1.8,2.05,24,0.0,250,327,11.4,47,7.03,2,12,12,4,0.026,0.01,1.05,3.79,4.84,0.17,1.5,23,0,23,23,0,0.2,0,0.1,0,0.69,0.8,0.77,,,,,,,,,,,2.1,3.66,4.06,4.76,0.24,0.07,22.08,52.26,6.46,0.51,80.797,437.97,0,69,,223
137,87.7,0.02,0.4,0.0,0.2,0.0,0.1,0.1,0.0,0.4,0.0,0.0,0.0,32,0.0,0.0,0.0,10,0.0,8,83,0.0,4,0.0,0,25,30,5,0.0,0.0,0.2,0.01,0.21,0.04,0.0,347,0,347,347,347,0.0,0,0.0,0,0.0,0.2,0.22,47.4,20.8,20.4,0.0,0.0,0.0,0.0,20.4,0.0,0.0,0.8,1.02,0.45,0.45,0.44,0.0,0.0,0.0,0.0,0.44,0.0,0.0,0,0,27.0,0
61,93.8,0.11,0.7,0.0,0.8,0.9,0.0,0.0,0.0,1.7,0.0,0.0,0.3,12,,0.0,0.3,15,,31,250,0.7,2,0.2,0,20,20,3,0.07,0.05,0.2,0.11,0.31,0.04,0.0,72,0,72,72,69,0.0,0,0.0,0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,58.0,6
1585,47.8,2.07,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.127,0.2,1.01,10,0.0,94,153,15.1,58,1.09,60,0,0,60,0.156,0.112,2.51,2.78,5.3,0.05,0.5,0,0,0,0,0,0.6,0,1.0,0,5.57,0.3,0.26,,,,,,,,,,,8.04,11.31,17.84,19.12,4.09,0.24,0.0,0.0,2.16,4.47,2.159,209.19,0,88,,164
954,49.4,2.08,2.2,0.0,0.3,0.3,0.0,0.0,0.0,0.6,0.2,0.2,19.9,158,,8.2,0.95,18,0.437,193,175,11.4,570,1.8,31,54,54,40,0.16,0.14,2.2,1.34,3.54,0.11,0.2,43,0,43,43,2,0.0,0,0.0,0,0.0,0.3,0.3,47.86,30.7,16.6,1.9,0.0,0.0,0.0,18.96,0.04,2.3,2.37,4.3,2.5,2.76,1.49,0.17,3.6,0.0,0.0,1.7,3.595,206.73,0,21,38.0,79
457,74.5,3.46,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,,1.2,1.88,24,,187,364,8.0,68,4.78,1,8,8,2,0.029,0.069,4.76,0.19,4.95,0.12,1.4,0,0,0,0,0,0.3,0,0.7,0,3.72,0.0,0.02,,,,,,,,,,,0.55,0.97,0.92,1.07,0.07,0.01,8.89,9.6,1.33,0.13,19.815,110.26,0,57,,11
1480,11.9,0.54,0.6,0.0,0.0,0.0,0.3,0.0,0.0,0.3,0.0,0.0,80.2,24,0.094,14.0,0.8,27,0.65,79,120,2.7,21,0.52,0,0,0,0,0.04,0.0,0.0,0.66,0.66,0.0,0.0,9,0,9,9,0,0.0,0,0.0,0,0.0,0.0,0.0,19.3,33.6,43.4,1.9,0.0,0.0,0.0,45.4,0.0,0.0,0.11,0.14,0.24,0.25,0.32,0.01,0.0,0.0,0.0,0.33,0.0,0.0,0,0,72.0,39
88,94.0,0.13,0.7,0.0,1.6,1.3,0.1,0.0,0.0,3.0,0.0,0.0,0.0,27,0.0,0.0,0.2,9,0.04,14,170,0.4,86,0.1,0,393,393,66,0.0,0.0,0.6,0.08,0.68,0.03,0.0,15,0,15,15,10,0.0,0,0.0,0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,38.0,5
510,74.1,2.95,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,0.12,3.1,1.2,20,0.0,190,310,17.0,260,3.6,55,0,0,55,0.1,0.13,4.0,3.96,7.96,0.13,1.4,0,0,0,0,2,0.2,0,0.7,0,3.7,0.6,0.63,36.4,39.8,20.5,1.2,0.0,0.0,0.0,23.5,0.0,0.6,1.23,1.82,1.73,1.99,1.03,0.06,0.0,0.0,0.0,1.18,0.0,30.05,0,58,79.0,233
1214,23.7,1.89,2.1,0.0,0.6,0.3,0.0,3.0,0.0,4.0,0.0,0.0,47.9,125,0.17,53.0,1.47,34,1.048,117,159,12.8,442,0.96,0,0,0,0,0.364,0.048,2.99,2.87,5.86,0.07,0.0,11,226,237,388,0,0.0,0,0.0,0,0.0,1.1,1.12,,,,,,,,,,,0.41,0.55,1.0,1.03,1.22,0.17,0.0,0.0,0.0,1.39,0.0,18.31,0,0,,169
1311,11.2,2.26,7.7,0.0,,,,,,10.3,0.0,0.0,8.8,229,,0.0,21.14,178,,314,2280,6.3,68,4.33,0,26162,26162,4360,0.33,1.23,10.06,1.19,11.25,2.14,0.0,49,0,49,49,1,0.0,0,0.0,0,0.0,29.1,29.1,18.45,14.61,63.0,3.9,0.0,0.0,0.0,66.95,0.0,0.0,,1.9,,1.51,6.5,0.4,0.0,0.0,0.0,6.9,0.0,0.0,0,0,31.0,70
1077,35.6,1.9,2.0,0.0,,,,,,2.9,0.0,0.0,36.0,126,,55.4,2.2,80,,179,240,12.2,370,1.46,0,0,0,0,0.527,0.067,3.49,1.58,5.11,0.1,0.0,20,156,176,280,0,0.0,0,0.0,0,0.0,0.9,0.98,,,,,,,,,,,,0.57,,1.22,1.61,0.57,0.0,0.04,0.0,2.18,0.043,12.45,0,0,,93
