"Energy with dietary fibre, equated (kJ)",Moisture (water) (g),Nitrogen (g),Ash (g),Alcohol (g),Fructose (g),Glucose (g),Sucrose(g),Maltose (g),Lactose (g),Total sugars (g),Added sugars (g),Free sugars (g),Starch (g),Calcium (Ca) (mg),Copper (Cu) (mg),Iodine (I) (ug),Iron (Fe) (mg),Magnesium (Mg) (mg),Manganese (Mn) (mg),Phosphorus (P) (mg),Potassium (K) (mg),Selenium (Se) (ug),Sodium (Na) (mg),Zinc (Zn) (mg),Retinol (preformed vitamin A) (ug),Beta-carotene (ug),Beta-carotene equivalents (provitamin A) (ug),Vitamin A retinol equivalents (ug),Thiamin (B1) (mg),Riboflavin (B2) (mg),Niacin (B3) (mg),Niacin derived from tryptophan (mg),Niacin derived equivalents (mg),Pyridoxine (B6) (mg),Cobalamin (B12) (ug),"Folate, natural (ug)",Folic acid (ug),Total folates (ug),Dietary folate equivalents (ug),Vitamin C (mg),Cholecalciferol (D3) (ug),Ergocalciferol (D2) (ug),25-hydroxy cholecalciferol (25-OH D3) (ug),25-hydroxy ergocalciferol (25-OH D2) (ug),Vitamin D3 equivalents (ug),Alpha tocopherol (mg),Vitamin E (mg),"Total saturated fatty acids, equated (%T)","Total monounsaturated fatty acids, equated (%T)",C18:2w6 (%T),C18:3w3 (%T),C20:5w3 (%T),C22:5w3 (%T),C22:6w3 (%T),"Total polyunsaturated fatty acids, equated (%T)","Total long chain omega 3 fatty acids, equated (%T)","Total trans fatty acids, imputed (%T)",C16 (g),"Total saturated fatty acids, equated (g)",C18:1 (g),"Total monounsaturated fatty acids, equated (g)",C18:2w6 (g),C18:3w3 (g),C20:5w3 (mg),C22:5w3 (mg),C22:6w3 (mg),"Total polyunsaturated fatty acids, equated (g)","Total long chain omega 3 fatty acids, equated (mg)","Total trans fatty acids, imputed (mg)",Caffeine (mg),Cholesterol (mg),Tryptophan (mg/gN),Tryptophan (mg)
752,62.8,5.97,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.109,0.8,2.33,21,0.0,214,257,26.0,29,7.81,0,10,10,2,0.018,0.128,2.27,5.14,9.26,0.11,0.8,19,0,19,19,1,0.4,0,0.9,0,4.68,0.6,0.56,,,,,,,,,,,0.65,1.15,1.1,1.28,0.16,0.04,28.12,45.26,5.84,0.38,79.228,117.61,0,74,,302
1164,28.2,1.96,2.0,0.0,0.3,0.0,0.0,2.8,0.0,3.1,0.0,0.0,47.8,79,0.194,69.2,8.23,48,1.271,152,158,8.1,520,0.94,0,0,0,0,0.59,0.046,2.87,3.49,6.36,0.09,0.1,13,203,215,351,0,0.0,0,0.0,0,0.0,0.3,0.36,,,,,,,,,,,0.23,0.3,0.67,0.74,0.69,0.08,0.0,0.0,0.0,0.77,0.0,20.11,0,0,,205
432,74.6,3.46,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,0.081,11.0,2.35,20,0.0,180,315,11.5,74,5.1,6,0,0,6,0.12,0.08,3.2,3.22,6.42,0.04,1.3,32,0,32,32,0,0.2,0,0.5,0,2.7,1.3,1.3,45.2,44.8,3.0,0.8,0.6,1.0,0.2,7.35,1.7,4.9,0.36,0.75,0.69,0.75,0.05,0.01,9.17,15.84,3.34,0.12,28.352,82.12,0,72,55.0,189
2376,4.8,4.53,1.9,0.0,0.0,0.0,5.1,0.0,0.0,5.1,0.0,0.0,3.8,54,0.81,0.0,2.3,160,1.7,370,540,12.0,1,3.0,0,4,4,1,0.79,0.12,15.0,4.77,19.77,0.65,0.0,240,0,240,240,0,0.0,0,0.0,0,0.0,8.8,9.5,18.19,72.56,8.5,0.0,0.0,0.0,0.0,8.59,0.0,0.3,4.32,8.19,31.7,32.67,3.82,0.0,0.0,0.0,0.0,3.87,0.0,153.09,0,0,62.0,281
492,74.4,4.02,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0.086,0.3,1.19,25,0.0,250,375,0.0,51,4.15,0,0,0,0,0.06,0.2,16.0,3.46,19.46,0.8,1.6,0,0,0,0,1,0.3,0,0.7,0,3.8,0.5,0.5,,,,,,,,,,,0.32,0.61,0.55,0.64,0.1,0.02,26.26,36.72,7.45,0.29,70.436,55.5,0,55,,204
1060,31.2,0.02,0.1,0.0,12.9,15.4,35.5,1.6,0.0,65.4,62.3,62.3,0.1,15,0.11,0.0,0.3,29,0.0,5,27,0.6,33,0.0,0,0,0,0,0.0,0.0,0.0,0.02,0.02,0.06,0.0,9,0,9,9,2,0.0,0,0.0,0,0.0,0.1,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,62.0,1
468,73.6,2.91,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,0.14,1.2,2.2,26,0.0,250,340,10.0,53,5.5,9,0,0,9,0.1,0.24,5.82,2.71,8.53,0.29,2.7,17,0,17,17,0,0.0,0,0.3,0,1.5,0.5,0.51,38.15,43.74,6.3,2.2,0.8,1.2,0.4,13.83,2.467,4.9,0.77,1.5,1.59,1.72,0.25,0.09,32.69,47.34,17.13,0.54,97.17,193.95,0,54,55.0,160
680,64.0,4.45,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.17,1.2,2.7,24,0.0,230,270,30.0,58,4.7,8,0,0,8,0.15,0.34,5.5,4.14,9.64,0.05,2.3,17,0,17,17,0,0.0,0,0.3,0,1.5,0.3,0.3,38.71,44.0,6.5,1.9,0.7,1.0,0.4,13.21,2.017,4.0,1.05,1.98,2.06,2.26,0.33,0.1,35.39,49.6,18.47,0.68,103.464,206.31,0,85,55.0,244
1074,32.7,1.48,2.0,0.0,1.1,0.7,0.0,1.3,0.0,3.1,0.0,0.0,44.2,45,0.26,50.2,2.7,55,2.3,160,200,10.0,470,1.2,0,0,0,0,0.55,0.05,2.3,1.86,4.16,0.19,0.1,70,156,188,267,0,0.0,0,0.0,0,0.0,0.1,0.08,24.75,29.7,41.5,4.0,0.0,0.0,0.0,45.55,0.0,0.8,0.38,0.46,0.53,0.55,0.76,0.07,0.0,0.0,0.0,0.84,0.0,14.76,0,0,74.0,110
842,35.3,1.57,2.2,0.0,1.0,0.6,0.8,0.0,0.0,2.4,0.0,0.0,14.0,48,,0.8,2.74,40,,52,822,22.9,13,1.61,0,14,14,2,0.131,0.092,1.22,1.74,3.03,1.89,0.0,4,0,4,4,15,0.0,0,0.0,0,0.0,0.1,0.12,,,,,,,,,,,0.9,1.26,0.32,0.36,1.77,0.22,0.0,0.0,0.0,1.99,0.0,0.0,0,0,,102
2552,30.0,0.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,0.0,3.0,0.0,1,0.0,8,24,0.0,562,0.02,650,390,390,715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0,4,4,0,6.5,1,0.0,0,7.43,33.5,34.68,22.43,32.67,41.4,3.0,0.0,0.0,0.0,45.5,0.0,0.2,6.62,14.79,21.14,21.54,27.32,1.95,0.0,0.0,0.0,30.0,0.0,148.33,0,0,0.0,0
466,75.3,2.71,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0.38,1.4,9.8,19,0.38,300,230,54.6,66,3.6,12000,28,40,12007,0.305,1.778,9.73,3.0,12.73,0.85,16.6,1450,0,1450,1450,18,0.0,0,0.0,0,0.0,0.4,0.4,37.37,29.86,11.4,0.3,0.0,0.0,0.0,19.56,0.0,1.6,,1.34,,1.07,0.41,0.01,0.0,0.0,0.0,0.7,0.0,55.62,0,345,65.0,176
488,74.6,4.43,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,0.038,23.3,0.14,30,1.932,187,310,34.2,162,0.3,0,0,0,0,0.0,0.067,6.83,4.67,11.86,0.16,0.8,0,0,0,0,0,1.6,0,0.1,0,2.12,0.4,0.36,,,,,,,,,,,0.07,0.11,0.05,0.07,0.0,0.0,16.97,8.03,98.23,0.15,123.232,0.0,0,69,,275
1283,17.0,0.78,3.8,0.0,6.0,8.0,23.2,3.4,0.0,40.6,36.8,36.8,28.1,280,0.27,0.0,8.8,120,1.6,53,1060,5.0,120,0.6,0,0,0,0,0.0,0.0,2.1,0.96,3.06,0.36,0.0,0,0,0,0,0,0.0,0,0.0,0,0.0,0.2,0.23,75.9,9.7,13.5,1.0,0.0,0.0,0.0,14.5,0.0,0.0,0.14,0.56,0.07,0.07,0.1,0.01,0.0,0.0,0.0,0.11,0.0,0.0,0,0,62.0,57
28,98.0,0.0,0.0,0.3,0.4,0.4,0.0,0.0,0.0,0.8,0.0,0.8,0.1,0,0.002,0.0,0.0,0,0.029,0,2,0.0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0.0,0
349,75.0,0.18,0.4,0.0,9.5,9.3,0.0,0.0,0.0,18.8,0.0,0.0,0.0,9,,0.0,0.3,8,,19,160,0.0,8,0.1,0,50,70,12,0.01,0.05,0.5,0.15,0.65,0.03,0.0,0,0,0,0,7,0.0,0,0.0,0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,49.0,9
94,90.5,0.22,0.5,0.0,1.2,1.7,0.0,0.0,0.0,2.9,0.0,0.0,0.0,32,0.022,0.0,0.46,13,0.125,35,236,0.0,13,0.23,0,5,5,1,0.042,0.038,0.35,0.15,0.56,0.07,0.0,26,0,26,26,26,0.0,0,0.0,0,0.0,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,9
264,82.3,1.15,1.7,0.0,0.4,0.3,0.3,0.0,0.0,1.0,0.0,0.0,3.5,12,0.051,2.7,0.55,12,,82,160,3.1,380,0.89,0,8,8,1,0.0,0.0,0.0,1.29,1.29,0.0,0.1,0,0,0,0,0,0.3,0,0.0,0,0.4,0.0,0.0,49.0,43.1,2.5,0.6,0.0,0.2,0.0,3.5,0.2,3.8,0.37,0.72,0.56,0.63,0.04,0.01,0.0,2.94,0.0,0.05,2.944,55.94,0,25,66.0,76
107,94.6,0.04,0.2,3.4,0.2,0.1,0.0,0.0,0.0,0.3,0.0,0.3,0.0,9,,0.4,0.15,12,,25,56,0.0,5,0.08,0,0,0,0,0.0,0.0,0.01,0.01,0.02,0.06,0.0,0,0,0,0,2,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,16.0,1
1102,30.7,1.67,1.8,0.0,0.0,0.2,1.0,1.9,0.0,3.1,0.0,0.0,46.0,50,0.17,50.2,1.2,30,0.96,190,150,7.4,498,0.54,0,0,0,0,0.545,0.02,1.7,1.58,3.28,0.04,0.0,10,184,194,316,0,0.0,0,0.0,0,0.0,0.1,0.2,34.0,37.6,23.0,3.9,0.0,0.0,0.0,26.9,0.0,1.1,0.45,0.62,0.68,0.69,0.42,0.07,0.0,0.0,0.0,0.49,0.0,20.22,0,0,56.0,93
146,89.5,0.21,2.0,0.0,2.2,2.2,0.5,0.0,0.0,4.9,0.0,0.0,1.4,36,0.1,1.0,0.61,15,0.1,26,270,0.0,480,0.17,0,180,180,30,0.05,0.0,0.8,0.0,0.8,0.09,0.0,36,0,36,36,8,0.0,0,0.0,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
396,67.8,0.53,2.4,0.0,,,,,,0.4,0.0,0.0,0.2,317,,6.6,6.65,91,,66,668,0.1,26,0.93,0,4740,4740,790,0.036,0.152,0.91,0.87,1.78,0.34,0.0,109,0,109,109,22,0.0,0,0.0,0,0.0,0.9,0.9,57.93,23.68,9.1,8.4,0.0,0.0,0.0,17.58,0.0,0.0,,2.72,,1.11,0.43,0.4,0.0,0.0,0.0,0.82,0.0,0.0,0,0,96.0,51
1608,3.4,1.42,1.4,0.0,0.0,0.0,0.6,0.0,0.0,0.6,0.0,0.0,77.0,6,,3.7,0.63,80,,260,200,7.5,5,1.5,0,0,0,0,0.11,0.0,4.5,1.55,6.05,0.0,0.0,15,0,15,15,0,0.0,0,0.0,0,0.0,0.0,0.0,20.7,41.7,35.8,1.2,0.0,0.0,0.0,37.0,0.0,0.0,0.43,0.52,1.03,1.06,0.9,0.03,0.0,0.0,0.0,0.94,0.0,0.0,0,0,64.0,91
242,82.2,0.32,0.9,0.0,0.3,0.5,0.2,0.0,0.0,1.0,0.0,0.0,10.5,3,0.036,0.0,0.45,19,0.12,54,380,0.0,4,0.21,0,0,0,0,0.07,0.02,1.1,0.41,1.51,0.11,0.0,14,0,14,14,15,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,75.0,24
426,75.8,3.6,1.1,0.0,0.0,0.4,0.0,0.0,0.0,0.4,0.0,0.0,0.0,4,0.16,0.0,3.1,23,0.019,190,350,12.0,40,2.6,0,0,0,0,0.13,0.23,4.0,4.41,8.41,0.15,1.2,0,0,0,0,0,0.2,0,0.4,0,2.2,0.3,0.3,32.6,20.5,20.0,5.1,2.3,2.9,0.7,41.5,5.9,3.0,0.14,0.3,0.18,0.19,0.18,0.05,21.07,26.56,6.41,0.38,54.044,27.48,0,73,72.0,259
156,87.9,0.63,0.9,0.0,0.8,1.0,0.3,0.0,0.0,2.2,0.0,0.0,0.0,15,,0.0,0.89,18,,61,336,0.0,30,0.3,0,158,168,28,0.075,0.141,0.62,0.64,1.36,0.17,0.0,38,0,38,38,63,0.0,0,0.0,0,0.0,0.9,0.87,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,37
1397,9.9,1.44,5.2,0.0,,,,,,3.4,0.0,0.0,54.1,114,,12.4,19.8,214,,168,1320,55.8,27,3.64,0,18,18,3,0.046,0.17,9.62,2.58,12.2,0.63,0.0,13,0,13,13,1,0.0,0,0.0,0,0.0,0.0,0.0,64.86,11.95,17.6,5.6,0.0,0.0,0.0,23.18,0.0,0.0,,2.2,,0.4,0.6,0.19,0.0,0.0,0.0,0.79,0.0,0.0,0,0,106.0,152
2642,26.4,1.01,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.023,0.8,0.48,8,0.004,91,150,5.9,22,0.48,30,0,0,30,0.21,0.0,3.7,1.25,4.95,0.15,0.9,11,0,11,11,0,5.5,0,0.0,0,5.5,0.4,0.36,36.9,46.3,9.3,0.6,0.0,0.0,0.0,10.4,0.0,0.5,15.14,24.09,28.07,30.22,6.07,0.39,0.0,0.0,0.0,6.79,0.0,326.4,0,38,73.0,74
162,86.6,0.26,1.4,0.0,0.6,0.4,1.8,0.0,0.0,2.8,0.0,0.0,0.0,41,,0.0,0.2,22,,30,440,0.7,21,0.5,0,10,20,3,0.06,0.13,0.8,0.35,1.15,0.16,0.0,8,0,8,8,13,0.0,0,0.0,0,0.0,0.4,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,82.0,21
830,57.5,4.79,1.2,0.0,0.0,0.0,0.0,0.4,0.0,0.4,0.0,0.0,0.0,24,0.085,2.1,1.6,26,0.025,210,300,30.1,120,2.8,27,0,0,27,0.1,0.19,9.39,4.85,14.24,0.2,0.7,23,0,23,23,0,0.0,0,1.2,0,6.0,0.0,0.05,31.6,53.3,11.9,1.1,0.0,0.1,0.0,14.4,0.1,0.6,1.89,2.54,3.68,4.28,0.96,0.09,0.0,8.03,0.0,1.16,8.032,48.2,0,160,60.0,285
146,89.4,0.56,0.5,0.0,0.0,0.0,0.0,0.0,5.3,5.3,0.0,0.0,0.0,115,0.004,18.0,0.0,11,0.003,96,160,1.4,38,0.4,0,0,0,0,0.02,0.17,0.0,0.89,0.89,0.02,0.8,9,0,9,9,0,0.1,0,0.0,0,0.1,0.0,0.0,67.87,26.47,2.2,0.8,0.1,0.1,0.0,3.73,0.167,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,93.0,52
1350,29.7,1.36,2.3,0.0,,0.0,3.9,,2.2,6.8,3.4,3.4,43.9,81,,14.4,0.8,25,,423,155,9.4,560,0.63,63,15,15,66,0.122,0.089,0.75,1.69,2.5,0.04,0.1,9,0,9,9,0,0.2,0,0.0,0,0.29,0.3,0.29,,,,,,,,,,,2.58,5.94,1.64,1.89,0.47,0.07,0.1,1.63,1.81,0.55,3.54,210.23,0,33,,99
1934,1.8,1.29,1.9,0.0,0.0,0.0,6.0,0.6,0.0,6.6,4.6,4.6,47.6,20,0.16,11.0,1.9,79,1.2,230,430,7.8,320,1.2,0,79,79,13,0.24,0.04,2.6,1.09,3.69,0.15,0.0,83,0,83,83,0,0.0,0,0.0,0,0.02,7.3,7.33,8.6,74.6,14.4,0.3,0.0,0.0,0.0,14.7,0.0,0.5,1.04,1.86,16.05,16.12,3.11,0.06,0.0,0.0,0.0,3.18,0.0,108.03,0,0,52.0,64
671,63.0,4.4,1.3,0.0,,,,,,0.0,0.0,0.0,0.0,6,0.18,1.2,2.8,30,0.0,280,410,19.0,75,3.8,8,0,0,8,0.12,0.36,6.0,4.1,10.1,0.07,1.6,17,0,17,17,0,0.0,0,0.3,0,1.5,0.9,0.86,52.3,43.7,2.1,1.1,0.2,0.2,0.0,4.0,0.4,7.0,1.25,2.63,2.11,2.2,0.1,0.06,10.08,10.08,0.0,0.2,20.152,350.9,0,87,55.0,241
216,85.9,0.33,0.9,0.0,0.0,0.0,9.0,0.0,0.0,9.0,0.0,0.0,0.0,8,0.054,0.0,0.92,26,0.29,34,281,0.0,55,0.82,0,5,10,2,0.026,0.019,0.39,0.23,0.66,0.09,0.0,77,0,77,77,4,0.0,0,0.0,0,0.0,0.1,0.07,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,14
859,59.6,4.52,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0.144,1.1,2.04,22,0.0,206,263,0.0,65,6.13,11,0,0,11,0.081,0.252,5.55,4.21,9.76,0.24,3.2,15,0,15,15,0,0.2,0,0.3,0,1.51,0.3,0.26,,,,,,,,,,,1.93,4.32,3.61,3.9,0.3,0.18,18.1,48.51,10.19,0.64,76.806,707.34,0,85,,248
261,80.9,0.82,0.5,0.0,0.1,0.6,1.8,0.0,0.0,2.5,0.0,0.0,3.7,27,0.09,0.0,1.6,24,0.32,75,120,0.0,3,1.8,0,142,182,30,0.211,0.05,1.14,0.88,2.02,0.06,0.0,59,0,59,59,11,0.0,0,0.0,0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,63.0,52
184,87.4,0.1,0.4,0.0,3.7,1.8,2.8,0.0,0.0,8.3,0.0,3.4,0.0,4,,0.8,0.32,7,,14,141,0.0,8,0.18,0,125,228,38,0.0,0.022,0.4,0.1,0.5,0.02,0.0,18,0,18,18,10,0.0,0,0.0,0,0.0,0.4,0.44,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,6
691,60.7,0.94,0.4,0.0,0.0,0.0,0.0,1.1,0.0,1.1,0.0,0.0,26.0,18,0.19,3.4,0.7,18,0.47,71,49,6.0,78,0.4,0,0,0,0,0.08,0.05,0.9,1.01,1.91,0.04,0.1,7,0,7,7,0,0.0,0,0.0,0,0.0,0.2,0.2,16.1,42.1,30.3,6.2,0.0,0.0,0.1,36.6,0.1,5.1,0.28,0.36,0.9,0.93,0.67,0.14,0.0,0.0,2.21,0.81,2.212,112.84,0,33,57.0,59
1588,4.7,0.02,0.3,0.0,0.3,6.1,63.7,4.2,0.0,74.3,74.3,74.3,0.0,1,0.08,0.0,0.0,1,0.0,11,3,0.0,48,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,11.0,44.45,34.4,8.3,0.0,0.0,0.0,42.65,0.0,2.2,,0.18,,0.71,0.55,0.13,0.0,0.0,0.0,0.68,0.0,36.0,0,0,0.0,0
1434,11.1,1.76,1.4,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,65.1,30,17.0,2.2,2.5,83,1.5,280,320,4.4,3,3.0,0,0,0,0,0.19,0.0,5.4,2.39,7.79,0.02,0.0,18,0,18,18,0,0.0,0,0.0,0,0.0,0.0,0.0,20.3,21.2,52.8,3.7,0.0,0.3,0.0,56.9,0.3,0.1,0.25,0.29,0.29,0.3,0.76,0.05,0.0,4.32,0.0,0.82,4.32,1.44,0,0,80.0,141
1982,5.6,4.0,2.1,0.0,1.6,2.2,9.6,1.6,0.0,15.0,0.0,0.0,5.8,88,0.7,6.0,3.3,110,1.1,340,450,16.0,270,1.9,52,0,0,52,0.1,0.04,5.9,0.0,5.9,0.11,0.0,74,0,74,74,0,0.0,0,0.0,0,0.0,5.7,6.49,22.6,64.2,12.1,0.2,0.0,0.0,0.0,12.3,0.0,0.0,2.12,6.85,18.94,19.46,3.67,0.06,0.0,0.0,0.0,3.73,0.0,0.0,3,7,0.0,0
1084,34.7,1.32,2.3,0.0,0.0,0.0,1.2,1.3,0.4,2.9,1.5,1.5,40.0,53,,27.0,0.78,25,,330,150,9.7,630,0.66,24,29,29,29,0.25,0.04,1.2,2.04,3.24,0.0,0.0,72,0,72,72,0,0.0,0,0.0,0,0.0,0.4,0.57,66.9,22.5,6.8,0.8,0.0,0.0,0.0,7.6,0.0,1.5,1.63,3.27,0.96,1.1,0.33,0.04,0.0,0.0,0.0,0.37,0.0,73.42,0,21,91.0,120
408,76.4,0.78,1.0,0.0,0.5,0.0,7.1,0.0,4.4,13.5,7.0,7.0,1.0,170,0.007,25.0,0.0,15,0.005,130,230,2.1,52,0.57,28,58,58,38,0.05,0.2,0.0,1.02,1.02,0.03,0.4,7,0,7,7,0,0.0,0,0.0,0,0.0,0.0,0.0,71.2,21.8,1.8,1.4,0.0,0.1,0.0,3.3,0.1,0.2,0.6,1.28,0.33,0.39,0.03,0.02,0.0,1.8,0.0,0.06,1.796,3.59,0,8,77.0,60
296,79.7,0.0,0.2,0.0,4.7,4.9,7.9,0.0,0.0,17.5,11.1,11.1,0.0,9,0.092,1.3,0.18,11,0.41,8,120,0.0,1,0.09,0,20,20,3,0.05,0.0,0.0,0.0,0.0,0.1,0.0,0,0,0,0,5,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,60.0,0
74,94.2,0.16,0.6,0.0,1.2,1.1,0.0,0.0,0.0,2.3,0.0,0.0,0.1,9,0.042,0.1,0.27,7,0.092,26,214,0.4,8,0.31,0,150,153,26,0.02,0.01,0.7,0.1,0.8,0.03,0.0,16,0,16,16,18,0.0,0,0.0,0,0.0,0.2,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,38.0,6
255,81.8,0.31,1.1,0.0,0.9,0.9,3.4,0.0,0.0,5.2,0.0,0.0,5.6,39,0.075,0.0,0.31,24,0.161,58,406,0.0,19,0.41,0,10,14,2,0.069,0.097,1.06,0.55,1.73,0.05,0.0,19,0,19,19,8,0.0,0,0.0,0,0.0,0.2,0.22,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,32
245,84.1,0.05,0.2,0.0,7.7,3.3,1.1,0.0,0.0,12.1,0.0,0.0,0.0,6,0.034,0.0,0.0,4,0.052,8,91,0.0,2,0.05,0,6,6,1,0.02,0.01,0.1,0.04,0.14,0.03,0.0,59,0,59,59,5,0.0,0,0.0,0,0.0,0.4,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,46.0,2
477,72.4,3.82,1.3,0.0,,,,,,0.0,0.0,0.0,0.0,15,,1.2,1.9,24,,240,350,20.0,110,5.7,0,0,0,0,0.05,0.22,3.9,3.56,7.46,0.1,0.8,17,0,17,17,0,0.0,0,0.6,0,3.0,0.3,0.3,46.9,37.89,2.5,1.8,0.0,0.2,0.0,4.83,0.256,7.7,0.35,0.82,0.62,0.66,0.04,0.03,0.0,4.46,0.0,0.08,4.461,134.01,0,71,55.0,210
257,87.3,0.71,0.6,0.0,0.0,0.1,1.2,1.3,0.0,2.6,1.7,1.7,0.8,115,0.068,1.3,0.47,21,0.087,69,191,0.7,44,0.15,80,0,0,80,0.04,0.41,0.0,0.85,0.85,0.0,0.9,14,0,14,14,0,0.0,0,0.0,0,0.0,1.1,1.12,17.4,22.4,58.4,1.6,0.0,0.0,0.0,60.0,0.0,0.9,0.24,0.43,0.55,0.56,1.45,0.04,0.0,0.0,0.0,1.49,0.0,22.36,0,0,65.0,50
366,78.2,0.58,0.6,0.0,0.9,1.0,3.5,0.0,0.0,5.4,0.0,0.0,7.1,16,0.028,0.0,1.2,12,0.11,22,250,0.0,19,0.45,0,0,6,1,0.05,0.05,1.1,0.49,1.59,0.07,0.0,16,0,16,16,3,0.0,0,0.0,0,0.0,0.0,0.0,29.1,4.2,16.6,42.3,0.0,0.0,0.0,59.7,0.0,0.0,0.34,0.48,0.02,0.07,0.27,0.7,0.0,0.0,0.0,0.99,0.0,0.0,0,0,50.0,29
2777,2.1,1.24,1.8,0.0,0.5,0.6,5.5,0.0,0.0,6.6,0.0,0.0,0.8,12,0.99,3.9,1.7,72,1.935,125,574,11.8,15,1.17,0,0,0,0,0.002,0.0,1.3,1.06,2.36,0.05,0.0,9,0,9,9,0,0.0,0,0.0,0,0.0,1.1,1.1,93.7,5.3,0.9,0.0,0.0,0.0,0.0,0.9,0.0,0.0,5.24,57.72,3.26,3.26,0.55,0.0,0.0,0.0,0.0,0.55,0.0,0.0,0,0,48.0,62
993,39.2,1.8,2.0,0.0,0.4,0.1,0.0,2.6,0.0,3.2,0.0,0.0,36.0,133,0.217,61.9,1.97,63,1.727,156,212,12.3,418,1.24,0,0,0,0,0.553,0.07,3.43,1.32,4.75,0.08,0.0,18,177,194,313,0,0.0,0,0.0,0,0.0,0.2,0.2,17.58,36.15,39.2,5.4,0.0,0.0,0.0,44.61,0.0,0.6,0.3,0.39,0.78,0.8,0.87,0.12,0.0,0.0,0.0,0.99,0.0,14.03,0,0,44.0,78
